Noise Level,Iteration,Model Pairing,Method Name,Stealing Dataset Size,Accuracy,Original Model Accuracy
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,7,0.18335500650195058,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,7,0.18335500650195058,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,7,0.18335500650195058,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,15,0.1830065359477124,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,15,0.1830065359477124,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,15,0.1830065359477124,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,77,0.1818801089918256,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,77,0.1818801089918256,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,77,0.1818801089918256,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,154,0.18188353702372395,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,154,0.18188353702372395,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,154,0.18188353702372395,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,231,0.18645357686453576,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,231,0.18645357686453576,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,231,0.18645357686453576,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,309,0.18689320388349515,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,309,0.18689320388349515,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,309,0.18689320388349515,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,386,0.18895599654874892,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,386,0.18895599654874892,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,386,0.18895599654874892,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,463,0.17652495378927913,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,463,0.17652495378927913,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,463,0.17652495378927913,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,540,0.1781094527363184,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,540,0.1781094527363184,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,540,0.1781094527363184,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,618,0.1866235167206041,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,618,0.1866235167206041,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,618,0.1866235167206041,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,695,0.19294117647058823,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,695,0.19294117647058823,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,695,0.19294117647058823,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,772,0.19404915912031048,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,772,0.19404915912031048,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,772,0.19404915912031048,0.8233009708737864
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,7,0.17035110533159947,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,7,0.17035110533159947,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,7,0.17035110533159947,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,15,0.17124183006535948,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,15,0.17124183006535948,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,15,0.17124183006535948,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,77,0.1709809264305177,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,77,0.1709809264305177,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,77,0.1709809264305177,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,154,0.16822429906542055,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,154,0.16822429906542055,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,154,0.16822429906542055,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,231,0.16818873668188736,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,231,0.16818873668188736,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,231,0.16818873668188736,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,309,0.1610032362459547,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,309,0.1610032362459547,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,309,0.1610032362459547,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,386,0.17946505608283003,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,386,0.17946505608283003,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,386,0.17946505608283003,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,463,0.16543438077634012,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,463,0.16543438077634012,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,463,0.16543438077634012,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,540,0.16218905472636816,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,540,0.16218905472636816,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,540,0.16218905472636816,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,618,0.1650485436893204,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,618,0.1650485436893204,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,618,0.1650485436893204,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,695,0.16117647058823528,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,695,0.16117647058823528,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,695,0.16117647058823528,0.9294498381877022
