Noise Level,Iteration,Model Pairing,Method Name,Stealing Dataset Size,Accuracy,Original Model Accuracy
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.41450381679389314,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.4015267175572519,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.40076335877862596,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,13,0.3152257077276205,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,13,0.3726090283091048,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,13,0.17521040550879877,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,66,0.23684210526315788,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,66,0.1076555023923445,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,66,0.07974481658692185,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,132,0.18181818181818182,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,132,0.48737373737373735,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,132,0.42003367003367004,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,198,0.6889483065953654,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,198,0.7754010695187166,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,198,0.7335115864527629,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,264,0.8380681818181818,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,264,0.8465909090909091,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,264,0.8191287878787878,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,330,0.8656565656565657,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,330,0.8808080808080808,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,330,0.7585858585858586,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,396,0.9047619047619048,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,396,0.9134199134199135,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,396,0.8701298701298701,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,461,0.9429569266589057,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,461,0.8975552968568102,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,461,0.8114086146682189,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,528,0.9330808080808081,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,528,0.9419191919191919,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,528,0.8699494949494949,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,594,0.9435261707988981,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,594,0.9435261707988981,0.9962121212121212
