Noise Level,Iteration,Model Pairing,Method Name,Stealing Dataset Size,Accuracy,Original Model Accuracy
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.37786259541984735,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.37404580152671757,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.23587786259541985,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,13,0.21576128538638104,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,13,0.33817903596021426,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,13,0.09869931140015302,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,66,0.2902711323763955,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,66,0.31259968102073366,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,66,0.189792663476874,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,132,0.5126262626262627,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,132,0.5134680134680135,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,132,0.5782828282828283,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,198,0.6809269162210339,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,198,0.7691622103386809,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,198,0.7522281639928698,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,264,0.7784090909090909,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,264,0.8551136363636364,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,264,0.7964015151515151,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,330,0.8919191919191919,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,330,0.8636363636363636,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,330,0.7272727272727273,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,396,0.8993506493506493,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,396,0.8971861471861472,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,396,0.19480519480519481,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,461,0.9138533178114087,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,461,0.9091967403958091,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,461,0.8637951105937136,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,528,0.9191919191919192,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,528,0.9292929292929293,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,528,0.8573232323232324,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,594,0.9146005509641874,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,594,0.9338842975206612,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,594,0.8898071625344353,0.9962121212121212
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,660,0.9318181818181818,0.9962121212121212
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,660,0.943939393939394,0.9962121212121212
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,660,0.9030303030303031,0.9962121212121212
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,10,0.32137404580152673,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,10,0.37404580152671757,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,10,0.27099236641221375,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,13,0.42157612853863813,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,13,0.4246365723029839,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,13,0.34200459066564654,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,66,0.07814992025518341,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,66,0.24960127591706538,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,66,0.33253588516746413,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,132,0.5606060606060606,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,132,0.7542087542087542,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,132,0.7811447811447811,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,198,0.8181818181818182,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,198,0.8190730837789661,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,198,0.7513368983957219,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,264,0.8645833333333334,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,264,0.8683712121212122,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,264,0.4678030303030303,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,330,0.8787878787878788,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,330,0.901010101010101,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,330,0.8646464646464647,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,396,0.9134199134199135,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,396,0.8474025974025974,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,396,0.8798701298701299,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,461,0.919674039580908,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,461,0.919674039580908,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,461,0.9033760186263097,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,528,0.9330808080808081,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,528,0.9267676767676768,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,528,0.8901515151515151,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,594,0.940771349862259,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,594,0.9393939393939394,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,594,0.9077134986225895,0.9954545454545455
0.2,1,MiniRocket-LSTM,Probabilistic CopycatCNN,660,0.95,0.9954545454545455
0.2,1,MiniRocket-LSTM,Argmax CopycatCNN,660,0.9545454545454546,0.9954545454545455
0.2,1,MiniRocket-LSTM,Adaptive KnockoffNets,660,0.8984848484848484,0.9954545454545455
0.2,1,Rocket-LSTM,Probabilistic CopycatCNN,10,0.3435114503816794,0.9977272727272727
0.2,1,Rocket-LSTM,Argmax CopycatCNN,10,0.3236641221374046,0.9977272727272727
0.2,1,Rocket-LSTM,Adaptive KnockoffNets,10,0.30229007633587784,0.9977272727272727
0.2,1,Rocket-LSTM,Probabilistic CopycatCNN,13,0.40780413159908185,0.9977272727272727
0.2,1,Rocket-LSTM,Argmax CopycatCNN,13,0.4797245600612089,0.9977272727272727
0.2,1,Rocket-LSTM,Adaptive KnockoffNets,13,0.3091048201989288,0.9977272727272727
0.2,1,Rocket-LSTM,Probabilistic CopycatCNN,66,0.30063795853269537,0.9977272727272727
0.2,1,Rocket-LSTM,Argmax CopycatCNN,66,0.2543859649122807,0.9977272727272727
0.2,1,Rocket-LSTM,Adaptive KnockoffNets,66,0.4585326953748006,0.9977272727272727
0.2,1,Rocket-LSTM,Probabilistic CopycatCNN,132,0.6540404040404041,0.9977272727272727
0.2,1,Rocket-LSTM,Argmax CopycatCNN,132,0.702020202020202,0.9977272727272727
0.2,1,Rocket-LSTM,Adaptive KnockoffNets,132,0.7289562289562289,0.9977272727272727
0.2,1,Rocket-LSTM,Probabilistic CopycatCNN,198,0.7896613190730838,0.9977272727272727
