Noise Level,Iteration,Model Pairing,Method Name,Stealing Dataset Size,Accuracy,Original Model Accuracy
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.20622330689444784,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.3971934106162294,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.32580841976815134,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,16,0.31598285364360074,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,16,0.33864053888548684,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,16,0.3214941824862217,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,82,0.39948947032546267,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,82,0.47223994894703253,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,82,0.46713465220165923,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,164,0.560942760942761,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,164,0.5427609427609428,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,164,0.534006734006734,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,247,0.6148359486447932,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,247,0.5898716119828816,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,247,0.5855920114122682,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,329,0.6893939393939394,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,329,0.6931818181818182,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,329,0.718939393939394,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,412,0.7776879547291835,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,412,0.7469684721099434,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,412,0.7445432497978981,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,494,0.7688311688311689,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,494,0.7359307359307359,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,494,0.7402597402597403,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,577,0.7360074626865671,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,577,0.7360074626865671,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,577,0.7406716417910447,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,659,0.7858585858585858,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,659,0.7717171717171717,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,659,0.7494949494949495,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,742,0.794928335170893,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,742,0.8037486218302095,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,742,0.762954796030871,0.9939357186173439
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,824,0.7648484848484849,0.9939357186173439
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,824,0.7345454545454545,0.9939357186173439
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,824,0.7054545454545454,0.9939357186173439
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,10,0.10189139719341062,0.9909035779260158
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,10,0.20073215375228798,0.9909035779260158
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,10,0.11958511287370348,0.9909035779260158
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,16,0.13778322106552357,0.9909035779260158
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,16,0.1334966319657073,0.9909035779260158
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,16,0.06981016533986528,0.9909035779260158
