Percentage Generated Data,Iteration,Model Pairing,Method Name,Num Samples,Accuracy,Original Model Accuracy
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.3432383262583384,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.4329896907216495,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.4178289872650091,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.42328684050939963,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.4111582777440873,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.42025469981807156,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,16,0.42510612492419647,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,16,0.4414796846573681,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,16,0.44451182534869615,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,82,0.48150394178289874,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,82,0.48574893875075803,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,82,0.49181322013341416,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,164,0.5372953305033353,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,164,0.5397210430563978,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,164,0.5548817465130382,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,247,0.6112795633717405,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,247,0.6155245603395998,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,247,0.6391752577319587,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,329,0.6409945421467557,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,329,0.6373559733171619,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,329,0.6300788356579745,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,412,0.6306852637962401,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,412,0.6282595512431777,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,412,0.6361431170406306,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,494,0.6361431170406306,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,494,0.6585809581564585,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,494,0.6585809581564585,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,577,0.6585809581564585,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,577,0.6755609460278957,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,577,0.6864766525166768,0.9939357186173439
0.2,1,MultiRocket-LSTM,Probabilistic CopycatCNN,659,0.7149787750151607,0.9939357186173439
0.2,1,MultiRocket-LSTM,Argmax CopycatCNN,659,0.7107337780473014,0.9939357186173439
0.2,1,MultiRocket-LSTM,Adaptive KnockoffNets,659,0.7016373559733171,0.9939357186173439
