Percentage Generated Data,Iteration,Model Pairing,Method Name,Num Samples,Accuracy,Original Model Accuracy
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.3638568829593693,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.38447543966040026,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.3869011522134627,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.40933899332929047,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.4408732565191025,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.41904184354154034,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,16,0.4730139478471801,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,16,0.47786537295330506,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,16,0.48696179502728926,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,82,0.5736810187992722,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,82,0.5827774408732566,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,82,0.5761067313523347,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,164,0.5651910248635537,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,164,0.5912674348089751,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,164,0.5936931473620376,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,247,0.6106731352334749,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,247,0.6215888417222559,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,247,0.6179502728926622,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,329,0.6397816858702243,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,329,0.6397816858702243,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,329,0.6616130988477865,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,412,0.6610066707095209,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,412,0.6634323832625834,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,412,0.6694966646452395,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,494,0.6791995148574894,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,494,0.6816252274105519,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,494,0.6834445118253487,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,577,0.7070952092177077,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,577,0.6992116434202547,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,577,0.7149787750151607,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,659,0.7210430563978169,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,659,0.7240751970891449,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,659,0.7052759248029109,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,742,0.7501516070345664,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,742,0.7580351728320194,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,742,0.7562158884172225,0.9939357186173439
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,824,0.7483323226197696,0.9939357186173439
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,824,0.7562158884172225,0.9939357186173439
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,824,0.7052759248029109,0.9939357186173439
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,10,0.5888417222559127,0.9927228623408126
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,10,0.6070345664038811,0.9927228623408126
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,10,0.5773195876288659,0.9927228623408126
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,10,0.6161309884778654,0.9927228623408126
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,10,0.6294724075197089,0.9927228623408126
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,10,0.6124924196482717,0.9927228623408126
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,16,0.6179502728926622,0.9927228623408126
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,16,0.572468162522741,0.9927228623408126
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,16,0.5269860521528199,0.9927228623408126
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,82,0.6622195269860521,0.9927228623408126
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,82,0.6694966646452395,0.9927228623408126
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,82,0.6682838083687083,0.9927228623408126
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,164,0.7125530624620983,0.9927228623408126
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,164,0.7240751970891449,0.9927228623408126
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,164,0.7070952092177077,0.9927228623408126
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,247,0.7277137659187386,0.9927228623408126
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,247,0.7422680412371134,0.9927228623408126
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,247,0.7252880533656761,0.9927228623408126
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,329,0.7283201940570042,0.9927228623408126
