Percentage Generated Data,Iteration,Model Pairing,Method Name,Num Samples,Accuracy,Original Model Accuracy
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.4962121212121212,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.5212121212121212,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.33181818181818185,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.21515151515151515,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.23257575757575757,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.2431818181818182,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,13,0.49696969696969695,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,13,0.46893939393939393,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,13,0.42045454545454547,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,66,0.08106060606060606,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,66,0.346969696969697,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,66,0.2825757575757576,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,132,0.581060606060606,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,132,0.6772727272727272,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,132,0.681060606060606,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,198,0.6386363636363637,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,198,0.740909090909091,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,198,0.7371212121212121,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,264,0.759090909090909,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,264,0.7628787878787879,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,264,0.6916666666666667,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,330,0.7666666666666667,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,330,0.7621212121212121,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,330,0.7242424242424242,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,396,0.759090909090909,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,396,0.7681818181818182,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,396,0.7,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,461,0.7878787878787878,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,461,0.7356060606060606,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,461,0.7462121212121212,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,528,0.8,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,528,0.7818181818181819,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,528,0.7537878787878788,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,594,0.7916666666666666,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,594,0.781060606060606,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,594,0.7643939393939394,0.9962121212121212
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,660,0.8143939393939394,0.9962121212121212
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,660,0.8075757575757576,0.9962121212121212
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,660,0.7818181818181819,0.9962121212121212
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,10,0.48787878787878786,0.9954545454545455
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,10,0.49166666666666664,0.9954545454545455
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,10,0.403030303030303,0.9954545454545455
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,10,0.4083333333333333,0.9954545454545455
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,10,0.43333333333333335,0.9954545454545455
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,10,0.48863636363636365,0.9954545454545455
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,13,0.4348484848484849,0.9954545454545455
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,13,0.5037878787878788,0.9954545454545455
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,13,0.4492424242424242,0.9954545454545455
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,66,0.525,0.9954545454545455
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,66,0.42348484848484846,0.9954545454545455
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,66,0.4643939393939394,0.9954545454545455
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,132,0.6909090909090909,0.9954545454545455
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,132,0.6583333333333333,0.9954545454545455
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,132,0.6833333333333333,0.9954545454545455
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,198,0.693939393939394,0.9954545454545455
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,198,0.6795454545454546,0.9954545454545455
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,198,0.6113636363636363,0.9954545454545455
