Percentage Generated Data,Iteration,Model Pairing,Method Name,Num Samples,Accuracy,Original Model Accuracy
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.49924242424242427,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.4856060606060606,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.0946969696969697,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,10,0.5818181818181818,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,10,0.5568181818181818,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,10,0.3613636363636364,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,13,0.5553030303030303,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,13,0.5772727272727273,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,13,0.5348484848484848,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,66,0.4803030303030303,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,66,0.5931818181818181,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,66,0.5674242424242424,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,132,0.7128787878787879,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,132,0.7386363636363636,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,132,0.7037878787878787,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,198,0.7439393939393939,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,198,0.7446969696969697,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,198,0.7484848484848485,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,264,0.7674242424242425,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,264,0.759090909090909,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,264,0.7401515151515151,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,330,0.7643939393939394,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,330,0.7727272727272727,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,330,0.740909090909091,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,396,0.7757575757575758,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,396,0.771969696969697,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,396,0.7181818181818181,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,461,0.7840909090909091,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,461,0.7878787878787878,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,461,0.7492424242424243,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,528,0.8053030303030303,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,528,0.7848484848484848,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,528,0.7727272727272727,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,594,0.7992424242424242,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,594,0.8090909090909091,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,594,0.7734848484848484,0.9962121212121212
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,660,0.8098484848484848,0.9962121212121212
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,660,0.8015151515151515,0.9962121212121212
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,660,0.7825757575757576,0.9962121212121212
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,10,0.40984848484848485,0.9954545454545455
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,10,0.39166666666666666,0.9954545454545455
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,10,0.32954545454545453,0.9954545454545455
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,10,0.47954545454545455,0.9954545454545455
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,10,0.2681818181818182,0.9954545454545455
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,10,0.21363636363636362,0.9954545454545455
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,13,0.45151515151515154,0.9954545454545455
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,13,0.5083333333333333,0.9954545454545455
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,13,0.3840909090909091,0.9954545454545455
