Percentage Generated Data,Iteration,Model Pairing,Method Name,Num Real Samples,Num Generated Samples,Accuracy,Original Model Accuracy
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,1,0,0.10378787878787879,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,1,0,0.0946969696969697,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,1,0,0.11287878787878788,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,6,0,0.2265151515151515,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,6,0,0.1734848484848485,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,6,0,0.10378787878787879,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,12,1,0.325,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,12,1,0.3553030303030303,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,12,1,0.10984848484848485,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,60,6,0.10378787878787879,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,60,6,0.1621212121212121,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,60,6,0.09924242424242424,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,119,13,0.44166666666666665,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,119,13,0.5477272727272727,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,119,13,0.5159090909090909,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,179,19,0.759090909090909,0.9962121212121212
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,179,19,0.7446969696969697,0.9962121212121212
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,179,19,0.10984848484848485,0.9962121212121212
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,238,26,0.7992424242424242,0.9962121212121212
