Percentage Generated Data,Iteration,Model Pairing,Method Name,Num Real Samples,Num Generated Samples,Accuracy,Original Model Accuracy
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,1,0,0.09338993329290479,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,1,0,0.09338993329290479,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,1,0,0.10612492419648271,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,6,2,0.10491206791995149,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,6,2,0.2656155245603396,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,6,2,0.23104912067919953,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,12,4,0.30927835051546393,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,12,4,0.4736203759854457,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,12,4,0.4475439660400243,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,58,24,0.6130988477865373,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,58,24,0.698605215281989,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,58,24,0.6567616737416616,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,115,49,0.7950272892662219,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,115,49,0.8016979987871438,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,115,49,0.7938144329896907,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,173,74,0.8362644026682838,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,173,74,0.8380836870830807,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,173,74,0.8077622801697999,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,231,98,0.8756822316555488,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,231,98,0.8829593693147362,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,231,98,0.8750758035172832,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,289,123,0.9157064887810794,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,289,123,0.9254093389933293,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,289,123,0.916312916919345,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,346,148,0.9296543359611886,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,346,148,0.9345057610673135,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,346,148,0.9229836264402669,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,404,173,0.9466343238326258,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,404,173,0.9514857489387507,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,404,173,0.9387507580351728,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,462,197,0.9587628865979382,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,462,197,0.960582171012735,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,462,197,0.9496664645239539,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,520,222,0.9648271679805943,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,520,222,0.9642207398423287,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,520,222,0.9490600363856883,0.9939357186173439
0.3,1,MultiRocket-LSTM,Probabilistic CopycatCNN,577,247,0.913280776228017,0.9939357186173439
0.3,1,MultiRocket-LSTM,Argmax CopycatCNN,577,247,0.9581564584596726,0.9939357186173439
0.3,1,MultiRocket-LSTM,Adaptive KnockoffNets,577,247,0.9539114614918133,0.9939357186173439
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,1,0,0.10187992722862341,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,1,0,0.09278350515463918,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,1,0,0.10612492419648271,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,6,2,0.23286840509399637,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,6,2,0.23347483323226198,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,6,2,0.1322013341419042,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,12,4,0.28077622801698,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,12,4,0.3650697392359005,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,12,4,0.3480897513644633,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,58,24,0.5342631898120073,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,58,24,0.6094602789569437,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,58,24,0.6100667070952093,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,115,49,0.6658580958156458,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,115,49,0.6992116434202547,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,115,49,0.6943602183141298,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,173,74,0.7543966040024257,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,173,74,0.8035172832019406,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,173,74,0.8071558520315343,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,231,98,0.8538508186779866,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,231,98,0.8587022437841115,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,231,98,0.8538508186779866,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,289,123,0.8653729533050334,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,289,123,0.8671922377198302,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,289,123,0.8938750758035173,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,346,148,0.9211643420254699,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,346,148,0.9223771983020013,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,346,148,0.9235900545785325,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,404,173,0.9302607640994542,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,404,173,0.9029714978775015,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,404,173,0.9241964827167981,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,462,197,0.9423893268647665,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,462,197,0.9357186173438448,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,462,197,0.9436021831412977,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,520,222,0.9636143117040631,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,520,222,0.9630078835657975,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,520,222,0.9508793208004851,0.9909035779260158
0.3,1,MiniRocket-LSTM,Probabilistic CopycatCNN,577,247,0.9660400242571255,0.9909035779260158
0.3,1,MiniRocket-LSTM,Argmax CopycatCNN,577,247,0.9739235900545785,0.9909035779260158
0.3,1,MiniRocket-LSTM,Adaptive KnockoffNets,577,247,0.9678593086719224,0.9909035779260158
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,1,0,0.09338993329290479,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,1,0,0.09338993329290479,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,1,0,0.0939963614311704,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,6,2,0.16494845360824742,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,6,2,0.14554275318374774,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,6,2,0.0818677986658581,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,12,4,0.19041843541540326,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,12,4,0.17525773195876287,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,12,4,0.17768344451182536,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,58,24,0.23347483323226198,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,58,24,0.32989690721649484,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,58,24,0.30988477865372954,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,115,49,0.4899939357186173,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,115,49,0.5985445724681625,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,115,49,0.5845967252880534,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,173,74,0.6664645239539114,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,173,74,0.6737416616130989,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,173,74,0.6967859308671922,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,231,98,0.7004244996967859,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,231,98,0.7265009096422074,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,231,98,0.7016373559733171,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,289,123,0.7610673135233474,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,289,123,0.7628865979381443,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,289,123,0.7756215888417223,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,346,148,0.7780473013947847,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,346,148,0.7847180109157065,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,346,148,0.7592480291085506,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,404,173,0.7895694360218314,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,404,173,0.7695573074590661,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,404,173,0.7986658580958157,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,462,197,0.8386901152213463,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,462,197,0.8411158277744087,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,462,197,0.8320194057004245,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,520,222,0.8556701030927835,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,520,222,0.8556701030927835,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,520,222,0.8502122498483929,0.9939357186173439
0.3,1,Rocket-LSTM,Probabilistic CopycatCNN,577,247,0.8314129775621589,0.9939357186173439
0.3,1,Rocket-LSTM,Argmax CopycatCNN,577,247,0.8362644026682838,0.9939357186173439
0.3,1,Rocket-LSTM,Adaptive KnockoffNets,577,247,0.8277744087325651,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,1,0,0.10612492419648271,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,1,0,0.10794420861127957,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,1,0,0.09278350515463918,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,6,2,0.21467556094602788,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,6,2,0.2801697998787144,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,6,2,0.27531837477258947,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,12,4,0.3693147362037599,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,12,4,0.4172225591267435,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,12,4,0.44693753790175866,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,58,24,0.6076409945421467,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,58,24,0.6749545178896301,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,58,24,0.6810187992722863,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,115,49,0.7725894481503942,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,115,49,0.7871437234687689,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,115,49,0.7731958762886598,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,173,74,0.8496058217101273,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,173,74,0.8629472407519709,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,173,74,0.8520315342631898,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,231,98,0.8684050939963615,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,231,98,0.8477865372953305,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,231,98,0.8702243784111583,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,289,123,0.9114614918132201,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,289,123,0.9120679199514857,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,289,123,0.9011522134627047,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,346,148,0.9223771983020013,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,346,148,0.9205579138872043,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,346,148,0.9169193450576106,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,404,173,0.9302607640994542,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,404,173,0.9284414796846574,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,404,173,0.8938750758035173,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,462,197,0.936931473620376,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,462,197,0.9357186173438448,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,462,197,0.9205579138872043,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,520,222,0.9411764705882353,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,520,222,0.9393571861734384,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,520,222,0.9229836264402669,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,577,247,0.9405700424499697,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,577,247,0.9387507580351728,0.9939357186173439
0.3,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,577,247,0.9345057610673135,0.9939357186173439
0.3,1,Hydra-LSTM,Probabilistic CopycatCNN,1,0,0.10491206791995149,0.9854457246816253
0.3,1,Hydra-LSTM,Argmax CopycatCNN,1,0,0.09338993329290479,0.9854457246816253
0.3,1,Hydra-LSTM,Adaptive KnockoffNets,1,0,0.09338993329290479,0.9854457246816253
0.3,1,Hydra-LSTM,Probabilistic CopycatCNN,6,2,0.16676773802304426,0.9854457246816253
0.3,1,Hydra-LSTM,Argmax CopycatCNN,6,2,0.14736203759854458,0.9854457246816253
0.3,1,Hydra-LSTM,Adaptive KnockoffNets,6,2,0.21588841722255914,0.9854457246816253
0.3,1,Hydra-LSTM,Probabilistic CopycatCNN,12,4,0.2189205579138872,0.9854457246816253
0.3,1,Hydra-LSTM,Argmax CopycatCNN,12,4,0.27956337174044876,0.9854457246816253
0.3,1,Hydra-LSTM,Adaptive KnockoffNets,12,4,0.2340812613705276,0.9854457246816253
0.3,1,Hydra-LSTM,Probabilistic CopycatCNN,58,24,0.46209824135839905,0.9854457246816253
