Percentage Generated Data,Iteration,Model Pairing,Method Name,Num Samples,Accuracy,Original Model Accuracy
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,6,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,6,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,6,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,7,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,7,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,7,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,15,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,15,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,15,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,77,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,77,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,77,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,154,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,154,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,154,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,231,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,231,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,231,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,309,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,309,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,309,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,386,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,386,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,386,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,463,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,463,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,463,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,540,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,540,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,540,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,618,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,618,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,618,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,695,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,695,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,695,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Probabilistic CopycatCNN,772,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Argmax CopycatCNN,772,0.1831715210355987,0.8233009708737864
0.1,1,MultiRocket-LSTM,Adaptive KnockoffNets,772,0.1831715210355987,0.8233009708737864
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,6,0.170873786407767,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,6,0.170873786407767,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,6,0.35210355987055014,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,7,0.3106796116504854,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,7,0.26925566343042073,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,7,0.26601941747572816,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,15,0.31844660194174756,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,15,0.29644012944983816,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,15,0.29449838187702265,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,77,0.2809061488673139,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,77,0.2809061488673139,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,77,0.27313915857605175,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,154,0.26407766990291265,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,154,0.26407766990291265,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,154,0.26472491909385115,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,231,0.26990291262135924,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,231,0.27055016181229774,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,231,0.27249190938511325,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,309,0.2737864077669903,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,309,0.2737864077669903,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,309,0.2737864077669903,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,386,0.2815533980582524,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,386,0.2815533980582524,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,386,0.2854368932038835,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,463,0.2912621359223301,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,463,0.29255663430420714,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,463,0.29579288025889966,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,540,0.2977346278317152,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,540,0.2977346278317152,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,540,0.3035598705501618,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,618,0.3042071197411003,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,618,0.3042071197411003,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,618,0.31132686084142397,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,695,0.3042071197411003,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,695,0.3029126213592233,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,695,0.3042071197411003,0.9294498381877022
0.1,1,MiniRocket-LSTM,Probabilistic CopycatCNN,772,0.29967637540453074,0.9294498381877022
0.1,1,MiniRocket-LSTM,Argmax CopycatCNN,772,0.29902912621359223,0.9294498381877022
0.1,1,MiniRocket-LSTM,Adaptive KnockoffNets,772,0.29902912621359223,0.9294498381877022
0.1,1,Rocket-LSTM,Probabilistic CopycatCNN,6,0.19546925566343043,0.9029126213592233
0.1,1,Rocket-LSTM,Argmax CopycatCNN,6,0.20064724919093851,0.9029126213592233
0.1,1,Rocket-LSTM,Adaptive KnockoffNets,6,0.1831715210355987,0.9029126213592233
0.1,1,Rocket-LSTM,Probabilistic CopycatCNN,7,0.1935275080906149,0.9029126213592233
0.1,1,Rocket-LSTM,Argmax CopycatCNN,7,0.1831715210355987,0.9029126213592233
0.1,1,Rocket-LSTM,Adaptive KnockoffNets,7,0.1831715210355987,0.9029126213592233
0.1,1,Rocket-LSTM,Probabilistic CopycatCNN,15,0.17928802588996764,0.9029126213592233
0.1,1,Rocket-LSTM,Argmax CopycatCNN,15,0.18058252427184465,0.9029126213592233
0.1,1,Rocket-LSTM,Adaptive KnockoffNets,15,0.170873786407767,0.9029126213592233
0.1,1,Rocket-LSTM,Probabilistic CopycatCNN,77,0.1935275080906149,0.9029126213592233
0.1,1,Rocket-LSTM,Argmax CopycatCNN,77,0.15792880258899678,0.9029126213592233
0.1,1,Rocket-LSTM,Adaptive KnockoffNets,77,0.170873786407767,0.9029126213592233
0.1,1,Rocket-LSTM,Probabilistic CopycatCNN,154,0.170873786407767,0.9029126213592233
0.1,1,Rocket-LSTM,Argmax CopycatCNN,154,0.1831715210355987,0.9029126213592233
0.1,1,Rocket-LSTM,Adaptive KnockoffNets,154,0.170873786407767,0.9029126213592233
0.1,1,Rocket-LSTM,Probabilistic CopycatCNN,231,0.21941747572815534,0.9029126213592233
0.1,1,Rocket-LSTM,Argmax CopycatCNN,231,0.16051779935275082,0.9029126213592233
0.1,1,Rocket-LSTM,Adaptive KnockoffNets,231,0.23754045307443367,0.9029126213592233
0.1,1,Rocket-LSTM,Probabilistic CopycatCNN,309,0.13592233009708737,0.9029126213592233
0.1,1,Rocket-LSTM,Argmax CopycatCNN,309,0.21423948220064726,0.9029126213592233
0.1,1,Rocket-LSTM,Adaptive KnockoffNets,309,0.170873786407767,0.9029126213592233
0.1,1,Rocket-LSTM,Probabilistic CopycatCNN,386,0.170873786407767,0.9029126213592233
0.1,1,Rocket-LSTM,Argmax CopycatCNN,386,0.24336569579288025,0.9029126213592233
0.1,1,Rocket-LSTM,Adaptive KnockoffNets,386,0.170873786407767,0.9029126213592233
