Percentage Generated Data,Iteration,Model Pairing,Method Name,Num Real Samples,Num Generated Samples,Accuracy,Original Model Accuracy
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,1,0,0.14110032362459546,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,1,0,0.18122977346278318,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,1,0,0.18122977346278318,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,3,4,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,3,4,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,3,4,0.13915857605177995,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,6,9,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,6,9,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,6,9,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,31,46,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,31,46,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,31,46,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,62,92,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,62,92,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,62,92,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,93,138,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,93,138,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,93,138,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,124,185,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,124,185,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,124,185,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,155,231,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,155,231,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,155,231,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,186,277,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,186,277,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,186,277,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,216,324,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,216,324,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,216,324,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,248,370,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,248,370,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,248,370,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,278,417,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,278,417,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,278,417,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Probabilistic CopycatCNN,309,463,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Argmax CopycatCNN,309,463,0.1831715210355987,0.8233009708737864
0.6,1,MultiRocket-LSTM,Adaptive KnockoffNets,309,463,0.1831715210355987,0.8233009708737864
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,1,0,0.1831715210355987,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,1,0,0.170873786407767,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,1,0,0.14110032362459546,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,3,4,0.2511326860841424,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,3,4,0.26796116504854367,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,3,4,0.3262135922330097,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,6,9,0.37281553398058254,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,6,9,0.35080906148867314,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,6,9,0.3644012944983819,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,31,46,0.35210355987055014,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,31,46,0.4051779935275081,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,31,46,0.46990291262135925,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,62,92,0.5074433656957928,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,62,92,0.49773462783171524,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,62,92,0.4627831715210356,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,93,138,0.47637540453074434,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,93,138,0.5488673139158576,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,93,138,0.4355987055016181,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,124,185,0.5372168284789643,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,124,185,0.5184466019417475,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,124,185,0.6116504854368932,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,155,231,0.515210355987055,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,155,231,0.4841423948220065,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,155,231,0.4692556634304207,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,186,277,0.565695792880259,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,186,277,0.5883495145631068,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,186,277,0.6168284789644013,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,216,324,0.6595469255663431,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,216,324,0.7126213592233009,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,216,324,0.7203883495145631,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,248,370,0.7443365695792881,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,248,370,0.7695792880258899,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,248,370,0.7385113268608414,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,278,417,0.7896440129449838,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,278,417,0.7883495145631068,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,278,417,0.7592233009708738,0.9294498381877022
0.6,1,MiniRocket-LSTM,Probabilistic CopycatCNN,309,463,0.8090614886731392,0.9294498381877022
0.6,1,MiniRocket-LSTM,Argmax CopycatCNN,309,463,0.8155339805825242,0.9294498381877022
0.6,1,MiniRocket-LSTM,Adaptive KnockoffNets,309,463,0.7909385113268609,0.9294498381877022
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,1,0,0.170873786407767,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,1,0,0.18122977346278318,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,1,0,0.18122977346278318,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,3,4,0.15792880258899678,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,3,4,0.33915857605177996,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,3,4,0.4640776699029126,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,6,9,0.43042071197411,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,6,9,0.4336569579288026,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,6,9,0.42459546925566344,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,31,46,0.4621359223300971,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,31,46,0.4893203883495146,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,31,46,0.48349514563106794,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,62,92,0.4634304207119741,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,62,92,0.47831715210355985,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,62,92,0.5119741100323625,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,93,138,0.47702265372168284,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,93,138,0.47572815533980584,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,93,138,0.35145631067961164,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,124,185,0.6038834951456311,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,124,185,0.6233009708737864,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,124,185,0.3566343042071197,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,155,231,0.3592233009708738,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,155,231,0.3786407766990291,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,155,231,0.3611650485436893,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,186,277,0.5954692556634305,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,186,277,0.5831715210355987,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,186,277,0.45372168284789643,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,216,324,0.6110032362459547,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,216,324,0.6893203883495146,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,216,324,0.5812297734627832,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,248,370,0.6815533980582524,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,248,370,0.7029126213592233,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,248,370,0.6103559870550161,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,278,417,0.7242718446601941,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,278,417,0.7132686084142394,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,278,417,0.47055016181229775,0.9029126213592233
0.6,1,Rocket-LSTM,Probabilistic CopycatCNN,309,463,0.7708737864077669,0.9029126213592233
0.6,1,Rocket-LSTM,Argmax CopycatCNN,309,463,0.7773462783171521,0.9029126213592233
0.6,1,Rocket-LSTM,Adaptive KnockoffNets,309,463,0.7443365695792881,0.9029126213592233
0.6,1,MultiRocketHydra-LSTM,Probabilistic CopycatCNN,1,0,0.170873786407767,0.8233009708737864
0.6,1,MultiRocketHydra-LSTM,Argmax CopycatCNN,1,0,0.14110032362459546,0.8233009708737864
0.6,1,MultiRocketHydra-LSTM,Adaptive KnockoffNets,1,0,0.14110032362459546,0.8233009708737864
