Percentage Generated Data,Iteration,Model Pairing,Method Name,Num Real Samples,Num Generated Samples,Accuracy,Original Model Accuracy
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,1,0,0.14110032362459546,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,1,0,0.18122977346278318,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,1,0,0.18122977346278318,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,4,3,0.1831715210355987,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,4,3,0.1831715210355987,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,4,3,0.1313915857605178,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,8,7,0.2815533980582524,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,8,7,0.31650485436893205,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,8,7,0.3598705501618123,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,39,38,0.18381877022653723,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,39,38,0.32880258899676373,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,39,38,0.1831715210355987,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,77,77,0.23495145631067962,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,77,77,0.24789644012944984,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,77,77,0.18964401294498381,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,116,115,0.24271844660194175,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,116,115,0.24271844660194175,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,116,115,0.3249190938511327,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,155,154,0.2524271844660194,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,155,154,0.2524271844660194,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,155,154,0.18705501618122977,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,193,193,0.24336569579288025,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,193,193,0.1831715210355987,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,193,193,0.34368932038834954,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,232,231,0.37346278317152104,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,232,231,0.3812297734627832,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,232,231,0.3100323624595469,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,270,270,0.3935275080906149,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,270,270,0.4349514563106796,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,270,270,0.3896440129449838,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,309,309,0.46601941747572817,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,309,309,0.5106796116504855,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,309,309,0.28932038834951457,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,348,347,0.541747572815534,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,348,347,0.5844660194174758,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,348,347,0.3333333333333333,0.8233009708737864
0.5,1,MultiRocket-LSTM,Probabilistic CopycatCNN,386,386,0.2530744336569579,0.8233009708737864
0.5,1,MultiRocket-LSTM,Argmax CopycatCNN,386,386,0.26666666666666666,0.8233009708737864
0.5,1,MultiRocket-LSTM,Adaptive KnockoffNets,386,386,0.5559870550161812,0.8233009708737864
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,1,0,0.170873786407767,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,1,0,0.1831715210355987,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,1,0,0.14110032362459546,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,4,3,0.20841423948220064,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,4,3,0.42394822006472493,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,4,3,0.32815533980582523,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,8,7,0.34627831715210355,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,8,7,0.42718446601941745,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,8,7,0.4355987055016181,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,39,38,0.4511326860841424,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,39,38,0.5255663430420712,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,39,38,0.37540453074433655,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,77,77,0.541747572815534,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,77,77,0.5605177993527508,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,77,77,0.5365695792880258,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,116,115,0.5423948220064725,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,116,115,0.5598705501618123,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,116,115,0.31844660194174756,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,155,154,0.6621359223300971,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,155,154,0.6750809061488673,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,155,154,0.6822006472491909,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,193,193,0.4796116504854369,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,193,193,0.46990291262135925,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,193,193,0.40258899676375404,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,232,231,0.6983818770226538,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,232,231,0.6886731391585761,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,232,231,0.6970873786407767,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,270,270,0.7255663430420712,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,270,270,0.7087378640776699,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,270,270,0.5741100323624595,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,309,309,0.7527508090614887,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,309,309,0.7676375404530744,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,309,309,0.7352750809061489,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,348,347,0.7909385113268609,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,348,347,0.7928802588996764,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,348,347,0.42330097087378643,0.9294498381877022
0.5,1,MiniRocket-LSTM,Probabilistic CopycatCNN,386,386,0.6284789644012945,0.9294498381877022
0.5,1,MiniRocket-LSTM,Argmax CopycatCNN,386,386,0.6653721682847896,0.9294498381877022
0.5,1,MiniRocket-LSTM,Adaptive KnockoffNets,386,386,0.6355987055016181,0.9294498381877022
0.5,1,Rocket-LSTM,Probabilistic CopycatCNN,1,0,0.14110032362459546,0.9029126213592233
0.5,1,Rocket-LSTM,Argmax CopycatCNN,1,0,0.1423948220064725,0.9029126213592233
0.5,1,Rocket-LSTM,Adaptive KnockoffNets,1,0,0.170873786407767,0.9029126213592233
0.5,1,Rocket-LSTM,Probabilistic CopycatCNN,4,3,0.170873786407767,0.9029126213592233
0.5,1,Rocket-LSTM,Argmax CopycatCNN,4,3,0.3423948220064725,0.9029126213592233
